id,season,week,season_type,start_date,neutral_site,conference_game,attendance,venue_id,venue,home_team,home_conference,home_points,home_q1,home_q2,home_q3,home_q4,away_team,away_conference,away_points,away_q1,away_q2,away_q3,away_q4
400868972,2016,1,regular,2016-09-03T17:30:00.000Z,true,false,75405,3495,Georgia Dome,North Carolina,ACC,24,0,10,14,0,Georgia,SEC,33,7,7,9,10
400869505,2016,1,regular,2016-09-03T18:00:00.000Z,false,false,44161,3699,Dowdy-Ficklen Stadium,East Carolina,American Athletic,52,10,21,21,0,Western Carolina,,7,0,7,0,0
400869808,2016,1,regular,2016-09-03T18:00:00.000Z,false,false,21250,3608,Paulson Stadium,Georgia Southern,Sun Belt,54,21,7,19,7,Savannah State,,0,0,0,0,0
400869810,2016,1,regular,2016-09-03T18:00:00.000Z,false,false,18835,3975,Veterans Memorial Stadium,Troy,Sun Belt,57,13,17,14,13,Austin Peay,,17,7,7,3,0
400869718,2016,1,regular,2016-09-03T18:00:00.000Z,false,false,60703,3948,Hard Rock Stadium,Miami,ACC,70,14,14,42,0,Florida A&M,,3,0,3,0,0
400869343,2016,1,regular,2016-09-03T18:00:00.000Z,false,false,14887,3715,FAU Stadium,Florida Atlantic,Conference USA,38,14,7,14,3,Southern Illinois,,30,14,10,0,6
400869425,2016,1,regular,2016-09-03T18:00:00.000Z,false,false,35049,3982,Wallace Wade Stadium,Duke,ACC,49,21,28,0,0,North Carolina Central,,6,0,0,3,3
400869266,2016,1,regular,2016-09-03T18:30:00.000Z,false,false,11061,3768,Summa Field at InfoCision Stadium,Akron,Mid-American,47,12,7,7,21,VMI,,24,7,3,14,0
400869508,2016,1,regular,2016-09-03T19:00:00.000Z,false,false,42876,3805,Liberty Bowl Memorial Stadium,Memphis,American Athletic,35,22,7,3,3,Southeast Missouri State,,17,0,3,7,7
400869809,2016,1,regular,2016-09-03T19:00:00.000Z,false,false,24718,3817,Malone Stadium,Louisiana Monroe,Sun Belt,38,14,0,10,14,Southern,,21,9,3,3,6
400869597,2016,1,regular,2016-09-03T19:00:00.000Z,false,false,26864,3833,Memorial Stadium,Kansas,Big 12,55,13,14,14,14,Rhode Island,,6,0,6,0,0
400869349,2016,1,regular,2016-09-03T19:00:00.000Z,false,false,22380,3604,Alamodome,UT San Antonio,Conference USA,26,6,8,6,6,Alabama State,,13,7,0,0,6
400869344,2016,1,regular,2016-09-03T19:00:00.000Z,false,false,19967,3725,"Johnny Red"""" Floyd Stadium""""",Middle Tennessee,Conference USA,55,28,17,0,10,Alabama A&M,,0,0,0,0,0
400869345,2016,1,regular,2016-09-03T19:00:00.000Z,false,false,24718,3825,Apogee Stadium,North Texas,Conference USA,21,0,14,0,7,SMU,American Athletic,34,17,7,10,0
400869183,2016,1,regular,2016-09-03T19:00:00.000Z,false,false,18748,3674,Skelly Field at H. A. Chapman Stadium,Tulsa,American Athletic,45,24,14,7,0,San José State,Mountain West,10,7,0,0,3
400869506,2016,1,regular,2016-09-03T19:00:00.000Z,false,false,35976,3886,Raymond James Stadium,South Florida,American Athletic,56,14,14,21,7,Towson,,20,3,7,7,3
400869504,2016,1,regular,2016-09-03T19:00:00.000Z,false,false,36260,3652,Bright House Networks Stadium,UCF,American Athletic,38,6,12,13,7,South Carolina State,,0,0,0,0,0
400868973,2016,1,regular,2016-09-03T19:30:00.000Z,false,false,57230,3683,Commonwealth Stadium,Kentucky,SEC,35,21,14,0,0,Southern Mississippi,Conference USA,44,7,10,21,6
400868957,2016,1,regular,2016-09-03T19:30:00.000Z,false,false,88121,3634,Ben Hill Griffin Stadium,Florida,SEC,24,7,3,0,14,UMass,FBS Independents,7,0,7,0,0
400869348,2016,1,regular,2016-09-03T20:00:00.000Z,false,false,30119,3946,Sun Bowl Stadium,UTEP,Conference USA,38,7,17,7,7,New Mexico State,FBS Independents,22,3,0,13,6
400868887,2016,1,regular,2016-09-03T20:00:00.000Z,false,false,60629,3772,Jack Trice Stadium,Iowa State,Big 12,20,7,6,0,7,Northern Iowa,,25,0,16,3,6
400869179,2016,1,regular,2016-09-03T20:00:00.000Z,false,false,90013,3834,Memorial Stadium,Nebraska,Big Ten,43,7,7,7,22,Fresno State,Mountain West,10,0,10,0,0
400869098,2016,1,regular,2016-09-03T20:00:00.000Z,false,false,32952,3820,Martin Stadium,Washington State,Pac-12,42,14,14,0,14,Eastern Washington,,45,7,17,14,7
400869624,2016,1,regular,2016-09-03T20:00:00.000Z,false,false,43450,3616,Amon G. Carter Stadium,TCU,Big 12,59,7,17,21,14,South Dakota State,,41,3,21,14,3
400869625,2016,1,regular,2016-09-03T20:00:00.000Z,false,false,60097,3784,Jones AT&T Stadium,Texas Tech,Big 12,69,21,24,10,14,Stephen F. Austin,,17,0,3,7,7
400868969,2016,1,regular,2016-09-03T20:00:00.000Z,true,false,0,3687,AT&T Stadium,Alabama,SEC,52,0,17,21,14,USC,Pac-12,6,3,0,3,0
400869182,2016,1,regular,2016-09-03T20:30:00.000Z,false,false,46486,3932,Qualcomm Stadium,San Diego State,Mountain West,31,14,7,3,7,New Hampshire,,0,0,0,0,0
400868971,2016,1,regular,2016-09-03T21:00:00.000Z,false,false,87451,3785,Jordan-Hare Stadium,Auburn,SEC,13,0,3,0,10,Clemson,ACC,19,0,10,3,6
400868922,2016,1,regular,2016-09-03T22:30:00.000Z,true,false,50528,3970,University of Phoenix Stadium,Arizona,Pac-12,16,0,0,3,13,BYU,FBS Independents,18,0,9,0,9
400869178,2016,1,regular,2016-09-03T22:30:00.000Z,false,false,18483,3984,War Memorial Stadium,Wyoming,Mountain West,40,3,10,14,0,Northern Illinois,Mid-American,34,7,6,7,7
400869095,2016,1,regular,2016-09-03T23:00:00.000Z,false,false,45300,3947,Sun Devil Stadium,Arizona State,Pac-12,44,7,3,10,24,Northern Arizona,,13,0,3,3,7
400869346,2016,1,regular,2016-09-04T15:30:00.000Z,false,false,20118,3918,Foreman Field,Old Dominion,Conference USA,54,14,17,9,14,Hampton,,21,7,7,7,0
400868946,2016,1,regular,2016-09-04T19:30:00.000Z,false,false,102315,3910,Darrell K Royal-Texas Memorial Stadium,Texas,Big 12,50,7,14,10,6,Notre Dame,FBS Independents,47,7,7,14,9
400868979,2016,1,regular,2016-09-05T20:00:00.000Z,true,false,63042,4013,Camping World Stadium,Florida State,ACC,45,3,10,23,9,Ole Miss,SEC,34,7,21,0,6
400869351,2016,2,regular,2016-09-09T19:30:00.000Z,false,false,17084,218,FIU Stadium,Florida International,Conference USA,14,0,7,0,7,Maryland,Big Ten,41,10,21,10,0
400869429,2016,2,regular,2016-09-09T20:00:00.000Z,false,true,32184,1964,Carrier Dome,Syracuse,ACC,28,7,14,7,0,Louisville,ACC,62,28,7,7,20
400868990,2016,2,regular,2016-09-10T12:00:00.000Z,false,false,96412,3795,Kyle Field,Texas A&M,SEC,67,17,21,13,16,Prairie View,,0,0,0,0,0
400869633,2016,2,regular,2016-09-10T12:00:00.000Z,false,false,45245,3754,High Point Solutions Stadium,Rutgers,Big Ten,52,7,7,21,17,Howard,,14,14,0,0,0
400869436,2016,2,regular,2016-09-10T12:00:00.000Z,false,false,69983,3752,Heinz Field,Pittsburgh,ACC,42,14,14,7,7,Penn State,Big Ten,39,7,7,7,18
400869511,2016,2,regular,2016-09-10T12:00:00.000Z,false,false,33068,3907,Ross-Ade Stadium,Purdue,Big Ten,20,0,7,0,13,Cincinnati,American Athletic,38,7,14,3,14
400869510,2016,2,regular,2016-09-10T12:00:00.000Z,false,false,109295,3558,Michigan Stadium,Michigan,Big Ten,51,21,13,10,7,UCF,American Athletic,14,0,7,7,0
400869514,2016,2,regular,2016-09-10T12:00:00.000Z,false,false,39402,4728,John O'Quinn Field at TDECU Stadium,Houston,American Athletic,42,14,14,7,7,Lamar,,0,0,0,0,0
400869187,2016,2,regular,2016-09-10T12:00:00.000Z,false,false,89895,3834,Memorial Stadium,Nebraska,Big Ten,52,7,10,7,28,Wyoming,Mountain West,17,0,7,10,0
400868984,2016,2,regular,2016-09-10T12:00:00.000Z,false,false,92746,3917,Sanford Stadium,Georgia,SEC,26,7,3,16,0,Nicholls,,24,0,7,7,10
400868958,2016,2,regular,2016-09-10T12:00:00.000Z,false,false,25112,3738,Gillette Stadium,UMass,FBS Independents,7,7,0,0,0,Boston College,ACC,26,0,13,6,7
400868911,2016,2,regular,2016-09-10T12:00:00.000Z,false,false,27013,3841,Blaik Field at Michie Stadium,Army,FBS Independents,31,14,7,7,3,Rice,Conference USA,14,7,0,7,0
400869270,2016,2,regular,2016-09-10T12:00:00.000Z,false,false,52523,3646,Boone Pickens Stadium,Oklahoma State,Big 12,27,14,3,3,7,Central Michigan,Mid-American,30,0,10,7,13
400869435,2016,2,regular,2016-09-10T12:00:00.000Z,false,false,50719,3699,Dowdy-Ficklen Stadium,East Carolina,American Athletic,33,9,10,7,7,NC State,ACC,30,0,20,3,7
400869654,2016,2,regular,2016-09-10T12:00:00.000Z,false,false,41026,3953,TCF Bank Stadium,Minnesota,Big Ten,58,14,24,10,10,Indiana State,,28,7,0,14,7
400869430,2016,2,regular,2016-09-10T12:30:00.000Z,false,false,78532,3836,Memorial Stadium,Clemson,ACC,30,3,10,0,17,Troy,Sun Belt,24,3,7,0,14
400869432,2016,2,regular,2016-09-10T12:30:00.000Z,false,false,75831,3697,Bobby Bowden Field at Doak Campbell Stadium,Florida State,ACC,52,28,7,14,3,Charleston Southern,,8,0,6,0,2
400869513,2016,2,regular,2016-09-10T13:00:00.000Z,false,false,22296,3806,Lincoln Financial Field,Temple,American Athletic,38,14,14,10,0,Stony Brook,,0,0,0,0,0
400869626,2016,2,regular,2016-09-10T14:00:00.000Z,false,false,56261,3842,Mountaineer Field at Milan Puskar Stadium,West Virginia,Big 12,38,7,7,17,7,Youngstown State,,21,0,14,0,7
400869184,2016,2,regular,2016-09-10T14:00:00.000Z,false,false,24173,3713,Falcon Stadium,Air Force,Mountain West,48,10,17,14,7,Georgia State,Sun Belt,14,7,7,0,0
400869101,2016,2,regular,2016-09-10T14:00:00.000Z,false,false,62487,477,Los Angeles Memorial Coliseum,USC,Pac-12,45,7,14,10,14,Utah State,Mountain West,7,0,0,7,0
400869277,2016,2,regular,2016-09-10T14:30:00.000Z,false,false,28467,3833,Memorial Stadium,Kansas,Big 12,21,0,7,14,0,Ohio,Mid-American,37,15,13,6,3
400869433,2016,2,regular,2016-09-10T15:00:00.000Z,false,false,49992,721,Bobby Dodd Stadium at Historic Grant Field,Georgia Tech,ACC,35,7,14,7,7,Mercer,,10,7,0,3,0
400869431,2016,2,regular,2016-09-10T15:30:00.000Z,false,true,21077,3982,Wallace Wade Stadium,Duke,ACC,14,7,0,7,0,Wake Forest,ACC,24,0,7,14,3
400869655,2016,2,regular,2016-09-10T15:30:00.000Z,false,false,30748,3911,Ryan Field,Northwestern,Big Ten,7,0,0,0,7,Illinois State,,9,0,6,0,3
400869512,2016,2,regular,2016-09-10T15:30:00.000Z,false,true,31501,3852,Navy-Marine Corps Memorial Stadium,Navy,American Athletic,28,7,14,0,7,Connecticut,American Athletic,24,0,7,14,3
400869276,2016,2,regular,2016-09-10T15:30:00.000Z,false,false,15318,3700,Doyt Perry Stadium,Bowling Green,Mid-American,27,14,7,6,0,North Dakota,,26,0,10,10,6
400868947,2016,2,regular,2016-09-10T15:30:00.000Z,false,false,80795,3855,Notre Dame Stadium,Notre Dame,FBS Independents,39,0,25,14,0,Nevada,Mountain West,10,0,0,3,7
400868980,2016,2,regular,2016-09-10T15:30:00.000Z,false,false,101821,3657,Bryant Denny Stadium,Alabama,SEC,38,10,7,7,14,Western Kentucky,Conference USA,10,3,0,0,7
400869268,2016,2,regular,2016-09-10T15:30:00.000Z,false,false,77331,347,Camp Randall Stadium,Wisconsin,Big Ten,54,9,21,10,14,Akron,Mid-American,10,0,10,0,0
400869516,2016,2,regular,2016-09-10T15:30:00.000Z,false,false,104410,3861,Ohio Stadium,Ohio State,Big Ten,48,3,17,14,14,Tulsa,American Athletic,3,3,0,0,0
400868983,2016,2,regular,2016-09-10T15:30:00.000Z,false,true,85821,3634,Ben Hill Griffin Stadium,Florida,SEC,45,14,10,14,7,Kentucky,SEC,7,0,0,0,7
400868877,2016,2,regular,2016-09-10T15:30:00.000Z,false,false,45499,4727,McLane Stadium,Baylor,Big 12,40,0,6,20,14,SMU,American Athletic,13,6,0,7,0
400869355,2016,2,regular,2016-09-10T15:30:00.000Z,false,false,23374,3792,Kidd Brewer Stadium,Appalachian State,Sun Belt,31,14,10,0,7,Old Dominion,Conference USA,7,0,7,0,0
400869185,2016,2,regular,2016-09-10T16:00:00.000Z,false,false,20673,3761,Sonny Lubick Field at Hughes Stadium,Colorado State,Mountain West,23,10,10,0,3,UT San Antonio,Conference USA,14,7,7,0,0
400868986,2016,2,regular,2016-09-10T16:00:00.000Z,false,false,64232,3974,Vaught-Hemingway Stadium,Ole Miss,SEC,38,10,14,7,7,Wofford,,13,0,3,0,10
400869269,2016,2,regular,2016-09-10T16:00:00.000Z,false,false,41374,3830,Memorial Stadium,Indiana,Big Ten,30,10,10,10,0,Ball State,Mid-American,20,0,0,3,17
400868991,2016,2,regular,2016-09-10T16:00:00.000Z,false,false,29627,3973,Vanderbilt Stadium,Vanderbilt,SEC,47,5,28,0,14,Middle Tennessee,Conference USA,24,10,7,7,0
400869271,2016,2,regular,2016-09-10T16:30:00.000Z,false,false,17369,3996,Yager Stadium,Miami (OH),Mid-American,17,3,7,7,0,Eastern Illinois,,21,0,7,0,14
400869190,2016,2,regular,2016-09-10T16:30:00.000Z,false,false,13210,3935,Spartan Stadium,San José State,Mountain West,66,7,21,24,14,Portland State,,35,7,7,7,14
400869105,2016,2,regular,2016-09-10T17:00:00.000Z,false,false,60678,3765,Husky Stadium,Washington,Pac-12,59,7,28,14,10,Idaho,,14,0,0,7,7
400869103,2016,2,regular,2016-09-10T17:30:00.000Z,false,false,39505,3726,Folsom Field,Colorado,Pac-12,56,14,35,7,0,Idaho State,,7,0,0,7,0
400869350,2016,2,regular,2016-09-10T18:00:00.000Z,false,false,0,4418,Jerry Richardson Stadium,Charlotte,Conference USA,47,0,20,13,14,Elon,,14,7,0,0,7
400869274,2016,2,regular,2016-09-10T18:00:00.000Z,false,false,13540,3696,Dix Stadium,Kent State,Mid-American,36,3,7,7,0,North Carolina A&T,,39,0,0,10,7
400869719,2016,2,regular,2016-09-10T18:00:00.000Z,false,false,57123,3948,Hard Rock Stadium,Miami,ACC,38,0,14,10,14,Florida Atlantic,Conference USA,10,0,3,7,0
400869353,2016,2,regular,2016-09-10T18:00:00.000Z,false,false,26488,3775,Joan C. Edwards Stadium,Marshall,Conference USA,62,21,28,13,0,Morgan State,,0,0,0,0,0
400869356,2016,2,regular,2016-09-10T19:00:00.000Z,false,false,29509,3815,M. M. Roberts Stadium,Southern Mississippi,Conference USA,56,21,28,7,0,Savannah State,,0,0,0,0,0
400869272,2016,2,regular,2016-09-10T19:00:00.000Z,false,false,23439,3739,Glass Bowl,Toledo,Mid-American,45,7,10,21,7,Maine,,3,3,0,0,0
400868981,2016,2,regular,2016-09-10T19:00:00.000Z,false,false,48091,3616,Amon G. Carter Stadium,TCU,Big 12,38,0,0,7,21,Arkansas,SEC,41,3,10,7,8
400869612,2016,2,regular,2016-09-10T19:00:00.000Z,false,false,87037,3835,Gaylord Family Oklahoma Memorial Stadium,Oklahoma,Big 12,59,21,21,3,14,Louisiana Monroe,Sun Belt,17,0,0,17,0
400869357,2016,2,regular,2016-09-10T19:00:00.000Z,false,false,92863,3910,Darrell K Royal-Texas Memorial Stadium,Texas,Big 12,41,10,10,14,7,UTEP,Conference USA,7,0,7,0,0
400868987,2016,2,regular,2016-09-10T19:00:00.000Z,false,true,57763,3693,Davis Wade Stadium,Mississippi State,SEC,27,7,17,0,3,South Carolina,SEC,14,0,0,7,7
400869273,2016,2,regular,2016-09-10T19:00:00.000Z,false,false,36557,3886,Raymond James Stadium,South Florida,American Athletic,48,14,13,14,7,Northern Illinois,Mid-American,17,0,7,0,10
400869811,2016,2,regular,2016-09-10T19:00:00.000Z,false,true,17691,3797,Ladd Peebles Stadium,South Alabama,Sun Belt,9,3,3,0,3,Georgia Southern,Sun Belt,24,10,0,7,7
400869812,2016,2,regular,2016-09-10T19:00:00.000Z,false,false,26891,3666,Cajun Field,Louisiana,Sun Belt,30,7,7,13,3,McNeese,,22,3,9,3,7
400869354,2016,2,regular,2016-09-10T19:00:00.000Z,false,false,15609,3825,Apogee Stadium,North Texas,Conference USA,41,7,17,10,7,Bethune-Cookman,,20,7,0,6,7
400869352,2016,2,regular,2016-09-10T19:00:00.000Z,false,false,16910,3776,Joe Aillet Stadium,Louisiana Tech,Conference USA,53,12,7,20,14,South Carolina State,,24,0,10,0,14
400869275,2016,2,regular,2016-09-10T19:00:00.000Z,false,false,23727,3980,Waldo Stadium,Western Michigan,Mid-American,70,28,14,14,14,North Carolina Central,,21,7,14,0,0
400869434,2016,2,regular,2016-09-10T19:30:00.000Z,false,false,60670,3832,Memorial Stadium,Illinois,Big Ten,23,14,2,0,7,North Carolina,ACC,48,17,7,7,17
400868888,2016,2,regular,2016-09-10T19:30:00.000Z,false,false,70585,3793,Kinnick Stadium,Iowa,Big Ten,42,14,14,14,0,Iowa State,Big 12,3,3,0,0,0
400868982,2016,2,regular,2016-09-10T19:30:00.000Z,false,false,86825,3785,Jordan-Hare Stadium,Auburn,SEC,51,14,24,10,3,Arkansas State,Sun Belt,14,7,0,7,0
400868923,2016,2,regular,2016-09-10T19:30:00.000Z,false,false,46915,587,Rice-Eccles Stadium,Utah,Pac-12,20,7,7,3,3,BYU,FBS Independents,19,6,7,0,6
400868988,2016,2,regular,2016-09-10T19:30:00.000Z,false,false,51192,3838,Faurot Field,Missouri,SEC,61,14,19,14,14,Eastern Michigan,Mid-American,21,0,7,14,0
400868985,2016,2,regular,2016-09-10T19:30:00.000Z,false,false,98389,3958,Tiger Stadium,LSU,SEC,34,0,27,7,0,Jacksonville State,,13,0,10,0,3
